"","bowler_name","Role","Amount","Team","Year","Player Origin","bowler_type","bowler_category","matches","balls_bowled","overs_bowled","runs_conceded","wickets","economy","bowling_sr"
"947","Wriddhiman Saha","Wicket Keeper",2.2e+07,"Kings XI Punjab",2014,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"948","Wriddhiman Saha","Wicket Keeper",5e+07,"Sunrisers Hyderabad",2018,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"949","Wriddhiman Saha","Wicket Keeper",1.2e+07,"Sunrisers Hyderabad",2019,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"950","Wriddhiman Saha","Wicket Keeper",1.9e+07,"Gujarat Titans",2022,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"951","Writtick Chatterjee","All-Rounder",2e+06,"Punjab Kings",2022,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"952","Yash Dayal","Bowler",3.2e+07,"Gujarat Titans",2022,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"953","Yash Dhull","All-Rounder",5e+06,"Delhi Capitals",2022,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"954","Yashasvi Jaiswal","All-Rounder",2.4e+07,"Rajasthan Royals",2020,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"955","Yogesh Gowalkar","All-Rounder",1e+06,"Kings XI Punjab",2015,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"956","Yogesh Takawale","Wicket Keeper",1e+06,"Royal Challengers Bangalore",2014,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"957","Yudhvir Charak","All-Rounder",2e+06,"Mumbai Indians",2021,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"958","Yusuf Pathan","All-Rounder",32500000,"Kolkata Knight Riders",2014,"Indian","OS","Spinner",15,156,"26.0",213,4,"8.19","39.00"
"959","Yusuf Pathan","All-Rounder",1.9e+07,"Sunrisers Hyderabad",2018,"Indian","OS","Spinner",15,156,"26.0",213,4,"8.19","39.00"
"960","Yuvraj Singh","All-Rounder",1.4e+08,"Royal Challengers Bangalore",2014,"Indian","SLA","Spinner",41,467,"77.5",589,17,"7.57","27.47"
"961","Yuvraj Singh","Batsman",1.6e+08,"Delhi Daredevils",2015,"Indian","SLA","Spinner",41,467,"77.5",589,17,"7.57","27.47"
"962","Yuvraj Singh","All-Rounder",7e+07,"Sunrisers Hyderabad",2016,"Indian","SLA","Spinner",41,467,"77.5",589,17,"7.57","27.47"
"963","Yuvraj Singh","All-Rounder",2e+07,"Kings XI Punjab",2018,"Indian","SLA","Spinner",41,467,"77.5",589,17,"7.57","27.47"
"964","Yuvraj Singh","All-Rounder",1e+07,"Mumbai Indians",2019,"Indian","SLA","Spinner",41,467,"77.5",589,17,"7.57","27.47"
"965","Yuzvendra Chahal","Bowler",6.5e+07,"Rajasthan Royals",2022,"Indian","LS","Spinner",45,1002,"167.0",1325,59,"7.93","16.98"
"966","Yuzvendra Singh Chahal","Bowler",1e+06,"Royal Challengers Bangalore",2014,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"967","Yuzvendra Singh Chahal","Bowler",6e+07,"Royal Challengers Bangalore",2018,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
"968","Zaheer Khan","Bowler",2.6e+07,"Mumbai Indians",2014,"Indian","LFM","Pacer",27,577,"96.1",686,27,"7.13","21.37"
"969","Zaheer Khan","Bowler",4e+07,"Delhi Daredevils",2015,"Indian","LFM","Pacer",27,577,"96.1",686,27,"7.13","21.37"
"970","Zahir Khan Pakteen","Bowler",6e+06,"Rajasthan Royals",2018,"Indian",NA,NA,NA,NA,NA,NA,NA,NA,NA
